speaker_id,speeches,party_id,party_name,county,orientation,sex,x0,x1,cluster,speeches_cleaned
#RicardoChamorroDelmo,With all due respect Madam President Good afternoon ladies and gentlemen The draft Organic Law amending the Organic Law 10/1995 of the Criminal Code on Animal Abuse is based on wrong principles which in the opinion of this parliamentary group require that it be returned to the Government from which it comes For starters the urgency procedure is unnecessary and not justified The most serious of the arguments against this bill is the animalistic spirit that informs the articulated one and that is paired with the purpose of continuing with the implementation of its globalist agenda at the anthropological level an approach that entangles to perfection with the spirit of the Law 17/2021 of amendment of the Civil Code the Mortgage Law and the Law of Civil Prosecution on the legal regime of the animals which voted in favour of all of you and to which only VOX opposed and which has a vision of nature linked to the urban world that identifies the animals with the pets Both this draft amendment to the Penal Code and the animal welfare bill discussed earlier are lethal to a rural world that has been transformed and managed by man for thousands of years based on a completely different anthropological vision from that which we want to impose with these rules What is the nihilism we are talking about It is an international movement organized and financed by billionaires of the global elite in order to impose a new moral order in the world in the relationship of man and animals so that the world is more culturally flat more homogeneous a sort of unique thought without criterion without the certainties that the tradition truth and common values provide us This parliamentary group considers animal abuse of course to be a social evil but not because animals have rights which constitutes a philosophical and legal disparate but because abuse constitutes a profoundly incisive and denigrating conduct of human moral dignity The current regulation of our Penal Code offers adequate protection to animals in order to prevent their abuse It does so by distinguishing the legal consequences of criminal action according to the type of animal because it understands that the care of domestic and wild animals must be different in attention both to the particularities of their species in relation to man and to the context in which they live No law can depart from the reality of what animals are in themselves from what they are for the human being and from the treatment that in keeping with the above man must dispense us in fact the above is the doctrine of all European comparative law This bill eliminates the distinction between domestic and wild animals and speaks only of the abuse of vertebrate animals without distinction or exception It is absolutely false that the German and British laws include without exception all vertebrate animals within the concept of animal abuse It is a shame that this falsehood is incorporated into the explanatory statement This legal text has been criticized both by the Attorney General 's Office and by the Ministry of Agriculture itself It is curious that those politicians who consistently claim principles such as the minimum intervention of criminal law orientation to reintegration the criminal as the last resort to which to resort those who call for the approximation of terrorists and who refuse to increase penalties for rapists terrorists or abusers or those who pride themselves on the decriminalization of abortion demand absolutely disproportionate penalties for all these animal related criminal types The draft organic law is a serious violation of the principle of proportionality since the penalties proposed for the crime of animal abuse are to a large extent consistent with those provided for in our Criminal Code for the crime of human injury The project introduces the use of firearms as an aggravating factor in the crime of animal abuse A clear purpose is understood in all this to end kinegetic management hunting This purpose has been expressed by the Government along with the end of the bullfighting and other cultural and sporting shows rooted in our tradition with the aim of making minimalist court arguments no matter how much the PSOE tries to disguise with stagings that do not deceive anyone at all In short we are faced with a text that manifests an obvious philosophical and legal disorientation animalist decentralized from man and disconnected from reality that summarizes globalist ideology like the rest of the laws discussed today in this Congress and that incurs obvious errors of legal technique What we want in the VOX Parliamentary Group is to decide whether we want to defend the conservation of nature and animals from the point of view of common sense or whether we want to defend that roosters rape chickens based on these absolutely schizophrenic ideologies or on these laws that they claim to dehumanize man and humanize the animal Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,26.269106,-26.791718,31,due respect madam president good afternoon ladies gentlemen draft organic law amending organic law 10/1995 criminal code animal abuse based wrong principles opinion parliamentary group require returned government comes starters urgency procedure unnecessary justified serious arguments bill animalistic spirit informs articulated one paired purpose continuing implementation globalist agenda anthropological level approach entangles perfection spirit law 17/2021 amendment civil code mortgage law law civil prosecution legal regime animals voted favour vox opposed vision nature linked urban world identifies animals pets draft amendment penal code animal welfare bill discussed earlier lethal rural world transformed managed man thousands years based completely different anthropological vision want impose rules nihilism talking international movement organized financed billionaires global elite order impose new moral order world relationship man animals world culturally flat homogeneous sort unique thought without criterion without certainties tradition truth common values provide us parliamentary group considers animal abuse course social evil animals rights constitutes philosophical legal disparate abuse constitutes profoundly incisive denigrating conduct human moral dignity current regulation penal code offers adequate protection animals order prevent abuse distinguishing legal consequences criminal action according type animal understands care domestic wild animals must different attention particularities species relation man context live law depart reality animals human treatment keeping man must dispense us fact doctrine european comparative law bill eliminates distinction domestic wild animals speaks abuse vertebrate animals without distinction exception absolutely false german british laws include without exception vertebrate animals within concept animal abuse shame falsehood incorporated explanatory statement legal text criticized attorney general 's office ministry agriculture curious politicians consistently claim principles minimum intervention criminal law orientation reintegration criminal last resort resort call approximation terrorists refuse increase penalties rapists terrorists abusers pride decriminalization abortion demand absolutely disproportionate penalties animal related criminal types draft organic law serious violation principle proportionality since penalties proposed crime animal abuse large extent consistent provided criminal code crime human injury project introduces use firearms aggravating factor crime animal abuse clear purpose understood end kinegetic management hunting purpose expressed government along end bullfighting cultural sporting shows rooted tradition aim making minimalist court arguments matter much psoe tries disguise stagings deceive anyone short faced text manifests obvious philosophical legal disorientation animalist decentralized man disconnected reality summarizes globalist ideology like rest laws discussed today congress incurs obvious errors legal technique want vox parliamentary group decide whether want defend conservation nature animals point view common sense whether want defend roosters rape chickens based absolutely schizophrenic ideologies laws claim dehumanize man humanize animal thank much
#ÁngelLópezMaraver,Thank you very much President Good morning This bill on animals is one of the greatest ideological nonsense discussed in this House Humanizing the animal and animalizing the man pretending to grant rights to the animals is an absolute desatino liquidating the natural position of man and subjecting him to the global Marxism to which you are kneeling which paint beautiful with a reddish colour and make him call Agenda 2030 Giving rights to animals is an irrationality in the category of pretending that the sun is the moon and the moon is the sun The law since man is man serves to regulate human relations and those of these with the world and animals by their very nature do not fit in the condition of men A living being who has no natural capacity to acquire commitment or obligation cannot by its own existential reality acquire rights comparable to persons His ideological sectarianism is absolutely fallacious This government is at the service of the economic interests of the globalist progressive consensus elites to whom animals care little or nothing You are mere servants at your service and it is such servileness that you dare with the folly of giving false rights to those who cannot acquire obligations And they cannot because they lack will because they lack the capacity to decide They lack responsibility because they are not aware of their actions lack the power to know and recognize that they have rights and finally lack the power to demand the fulfilment of their rights VOX not only rejects this text in its entirety because it intends to grant a Pharisee rights to animals but also because it establishes a system of obligations restrictions prohibitions and sanctions that pose a serious danger to the whole social economic and cultural sector with which we live with which we are with which we have sat and listened Everyone who really loves the animal begs us please to get them out of this fanatical norm that no one wants to be in With this law they condemn to death quickly and without social consensus hence their treatment as a matter of urgency the most representative sector of our being the sector from which we all come the rural world A few days ago Mrs. Belarus dared to say that the children belong to no one Similar obstinacy has already implemented it in this norm with pets The Project does not speak at any time of ownership of the animal it constantly speaks of adoption foster care or protection Dona Ione anyone who professes a minimum of love for their animals feels them as their own the seven members of their family but you do not understand the two most important things in life love and family They talk about animal welfare and take away all dogs and cats the meaning of their existence reproduction Are you going to sterilize them from your earliest age Do you really think that depriving them of their being is giving them a right Will they ban a bitch from getting pregnant and fine her owners with 50 000 euros for consenting to it or not making a remedy and yet we allow a 15 year old girl to kill the embryo of a life that as it is not hers gives her burial This is a genuine communist hypocrisy They have passed a law of free mortality for the elderly who are older or for the unlucky sick who have been tired of caring however they prohibit the euthanasia of an animal for old age illness or injury with possibility of treatment or palliative care article 27 paragraph a of their body of law Taking a course to have a pet is a trial to deprive us of the freedom to have children and another contradiction of this extravagant bill Depriving an elderly woman of the only thing that makes her company depriving her best friend of a pastor who is alone on the mountain ending the company of many people for not being able to study or devote time to her sectarian course is another of her contradictions In March in Madrid there were more than half a million people making them see that the more than ten million people in the countryside and mainly hunting who today accompany us in this rostrum do not want a law that is an attack on their entire flotation line They intend to make us believe that this rule does not affect hunting but as always they lie The law prohibits savagery and condemns hunting dogs ferrets and mackerel articles 25 39 and 40 This is gentlemen of the PSOE and Podemos an uncovered ban on kinegetic activity Their ignorance and ignorance of the rural world make them not aware that a hunting dog can get away from its owner and wrest a duel with a wild animal with this rule they will label it as abandoned or abused animal and they will remove it with the consequent penalty for serious infringement The PSOE sells that hunting dogs stay out of this law another counterfeit typical of remedial socialists Do you really believe that hunters do not know that the amendment tabled is an electoral measure aimed at not losing the rural vote Socialists if there 's any word left for them please comply with this plan and do n't get carried away by the communist fanaticism of those who put underwear on dogs and put cats to bed in baby cots Scientists rural dwellers circus and pet people associations brought together by nature and animals and people of the city who love animals know that there is nothing more natural and exceptional than to respect animals and let them preserve their dignity as animals Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,26.296461,-26.763813,31,thank much president good morning bill animals one greatest ideological nonsense discussed house humanizing animal animalizing man pretending grant rights animals absolute desatino liquidating natural position man subjecting global marxism kneeling paint beautiful reddish colour make call agenda 2030 giving rights animals irrationality category pretending sun moon moon sun law since man man serves regulate human relations world animals nature fit condition men living natural capacity acquire commitment obligation cannot existential reality acquire rights comparable persons ideological sectarianism absolutely fallacious government service economic interests globalist progressive consensus elites animals care little nothing mere servants service servileness dare folly giving false rights cannot acquire obligations cannot lack lack capacity decide lack responsibility aware actions lack power know recognize rights finally lack power demand fulfilment rights vox rejects text entirety intends grant pharisee rights animals also establishes system obligations restrictions prohibitions sanctions pose serious danger whole social economic cultural sector live sat listened everyone really loves animal begs us please get fanatical norm one wants law condemn death quickly without social consensus hence treatment matter urgency representative sector sector come rural world days ago mrs. belarus dared say children belong one similar obstinacy already implemented norm pets project speak time ownership animal constantly speaks adoption foster care protection dona ione anyone professes minimum love animals feels seven members family understand two important things life love family talk animal welfare take away dogs cats meaning existence reproduction going sterilize earliest age really think depriving giving right ban bitch getting pregnant fine owners 50 000 euros consenting making remedy yet allow 15 year old girl kill embryo life gives burial genuine communist hypocrisy passed law free mortality elderly older unlucky sick tired caring however prohibit euthanasia animal old age illness injury possibility treatment palliative care article 27 paragraph body law taking course pet trial deprive us freedom children another contradiction extravagant bill depriving elderly woman thing makes company depriving best friend pastor alone mountain ending company many people able study devote time sectarian course another contradictions march madrid half million people making see ten million people countryside mainly hunting today accompany us rostrum want law attack entire flotation line intend make us believe rule affect hunting always lie law prohibits savagery condemns hunting dogs ferrets mackerel articles 25 39 40 gentlemen psoe podemos uncovered ban kinegetic activity ignorance ignorance rural world make aware hunting dog get away owner wrest duel wild animal rule label abandoned abused animal remove consequent penalty serious infringement psoe sells hunting dogs stay law another counterfeit typical remedial socialists really believe hunters know amendment tabled electoral measure aimed losing rural vote socialists 's word left please comply plan n't get carried away communist fanaticism put underwear dogs put cats bed baby cots scientists rural dwellers circus pet people associations brought together nature animals people city love animals know nothing natural exceptional respect animals let preserve dignity animals thank much
#ÁngelLópezMaraver,Ladies and gentlemen of the United Parliamentary Group We can all they tell us is a fallacy because they care very little about animals their welfare and their conservation As I have already said you are only interested in your ideological sectarianism in being at the service of those who lead you and in the progressive consensus that has invented the new religion of mascotism and animalism as a dogma of faith to generate commercial interests that ultimately have an impact on the dignity of animals What they have told us in a zalamera way is but a unique strategy and exclusively for their own interests that consists in ruining the countryside its people and its animals This law is a faithful reflection of the Machiavellian infrastructure of placement of friends that began with a Ministry of Social Affairs and Communist Agenda and another of Equality which continued with a poorly called General Directorate of Animal Rights and which now intends to create structures as one of its former leaders yes Mr Errejón was already advancing us in 2018 and I quote textually when we lose elections we must leave seeded popular institutions that resist and where to take refuge when governing the adversary There is a need for an autonomous economic infrastructure that will allow for example a large part of the militant cadres that are now engaged in institutional work In this bill they have not created one or two garitos for their militancy but have allowed the luxury of creating more than ten models of placement agencies the State Council for Animal Protection the Scientific and Technical Committee for the Protection and Rights of Animals the central system of registers for animal protection the registration of entities for animal protection type RAC RAT RAS GCOF and DEF the professional register of animal behaviour the registration of pet zoos or the registration of pet breeders Is it true that with all this conglomerate of entities they claim that the Spaniards believe that you are interested in animals The only thing that interests them is the economic amount they generate Do you think you 're going to believe that cutting the testicles or amputating the ovaries to a dog or a dog is for your animal welfare and yet amputating the ears or the ass is abused when done for strictly sanitary reasons Do you consider that the Spaniards are going to believe that this is a law against abandonment when the director general of the bad management of animals this week has confirmed that there is no official data on abandonment in Spain Do you really believe that the ban on raising animals by private individuals is for animal welfare or is it that the breeding is only going to be able to make entities that you control Do you think Spain is going to believe that the ban on the sale of animals in specialised stores is for animal welfare and not for its economic interest Do they really want us to believe that hunting dogs will be unprotected if they remain outside the law when the Penal Code itself already punishes the ill treatment of pets with fines prison sentences and years of disqualification Do you really think that the rural world believes that including hunting dogs in this law is for animal welfare or are you really going to believe that this is an uncovered ban on hunting Since when does a mascot law de facto prohibit traditional sports modalities such as wildlife or pichon shooting Since when does a mascot law intend to limit an activity such as cetera declared an Intangible Cultural Heritage of Humanity by UNESCO Ladies and gentlemen stop fooling us After seeing in article 27 of your bill the such nonsense of saying that the procedure of assisted death of an animal must be with methods that guarantee your humanitarian condition you can expect anything I do n't know if they want to laugh at us or if really they 're capable of believing their own lies The amendment to the Criminal Code ladies and gentlemen is another of the follies that this Government has tried to bring us on 1 August through the urgent procedure in a completely unjustified and unnecessary way They know that the current regulations in our Penal Code already offer adequate protection to animals in order to avoid their abuse Article 337 of the Penal Code assumed that Spanish legislation was one of the most protected in this area Gentlemen of the government are you going to have a person in prison who kills a chicken in his house to eat it Is anyone going to jail to kill a rat who 's sneaked into his house Are you going to condemn for animal abuse someone who runs over a bird or any other wild animal According to their bill these people are going to jail The project by extending the definition of animal abuse to all vertebrate animals poses a serious threat to hunting fishing and a range of activities in the rural world I have said this with the law on animals and I repeat this with the amendment of the Penal Code it is a ban on open ended hunting a real ruin for those who dedicate themselves to animals and a condemnation of the extinction of the rural world Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,26.122002,-26.628689,31,ladies gentlemen united parliamentary group tell us fallacy care little animals welfare conservation already said interested ideological sectarianism service lead progressive consensus invented new religion mascotism animalism dogma faith generate commercial interests ultimately impact dignity animals told us zalamera way unique strategy exclusively interests consists ruining countryside people animals law faithful reflection machiavellian infrastructure placement friends began ministry social affairs communist agenda another equality continued poorly called general directorate animal rights intends create structures one former leaders yes mr errejón already advancing us 2018 quote textually lose elections must leave seeded popular institutions resist take refuge governing adversary need autonomous economic infrastructure allow example large part militant cadres engaged institutional work bill created one two garitos militancy allowed luxury creating ten models placement agencies state council animal protection scientific technical committee protection rights animals central system registers animal protection registration entities animal protection type rac rat ras gcof def professional register animal behaviour registration pet zoos registration pet breeders true conglomerate entities claim spaniards believe interested animals thing interests economic amount generate think 're going believe cutting testicles amputating ovaries dog dog animal welfare yet amputating ears ass abused done strictly sanitary reasons consider spaniards going believe law abandonment director general bad management animals week confirmed official data abandonment spain really believe ban raising animals private individuals animal welfare breeding going able make entities control think spain going believe ban sale animals specialised stores animal welfare economic interest really want us believe hunting dogs unprotected remain outside law penal code already punishes ill treatment pets fines prison sentences years disqualification really think rural world believes including hunting dogs law animal welfare really going believe uncovered ban hunting since mascot law de facto prohibit traditional sports modalities wildlife pichon shooting since mascot law intend limit activity cetera declared intangible cultural heritage humanity unesco ladies gentlemen stop fooling us seeing article 27 bill nonsense saying procedure assisted death animal must methods guarantee humanitarian condition expect anything n't know want laugh us really 're capable believing lies amendment criminal code ladies gentlemen another follies government tried bring us 1 august urgent procedure completely unjustified unnecessary way know current regulations penal code already offer adequate protection animals order avoid abuse article 337 penal code assumed spanish legislation one protected area gentlemen government going person prison kills chicken house eat anyone going jail kill rat 's sneaked house going condemn animal abuse someone runs bird wild animal according bill people going jail project extending definition animal abuse vertebrate animals poses serious threat hunting fishing range activities rural world said law animals repeat amendment penal code ban open ended hunting real ruin dedicate animals condemnation extinction rural world thank much
#ArrigoniPaolo,"Mr President representative of the Government ladies and gentlemen this aid decree is the ninth measure providing for measures to deal with expensive energy and expensive fuel To date overall more than 33 billion are allocated These in summary are the measures introduced by the measure For companies tax credits for electricity and gas consumption expenditure in the second quarter are increased there are additional extraordinary contributions to local authorities to cope with increases in bills 150 million to municipalities 30 million to provinces Against the expensive fuel for the hauliers there is the tax credit of 28 percent of the expenses incurred for the purchase of diesel but carried out only in the first trimester of 2022 Against the spiral of inflation there is the recognition of the 200 euro bonus to an audience of 31 million Italians Then there is the extension to the third trimester of the zeroing of the system charges in the electric bills for all the utilities the reduction of the system charges in the gas bills the VAT facilitated to 5 for the consumption of natural gas for civil and industrial uses Also in the third quarter there is the extension of the social energy bonus to families in economic difficulties and for citizens in serious health conditions we speak of 5.2 million subjects For access to this bonus wanted by the League which has made it a battle of equity and justice the retroactivity has been added with the compensation of the automatism after that we had denounced how the automatism itself at the beginning was valid only for the perceptors of the income of citizenship while for the remaining families in economic difficulty many of which unaware of the right of the benefit and that in these months they have continued to pay very salty bills ran the obligation to present to the Municipality the unique substitute documentation an unacceptable discrimination that we have now removed for the benefit of millions of families Other significant measures of the decree law are the commissioners for the two floating regasifiers of Piombino and Ravenna the ulterior simplifications for renewables and energy communities something on the superbonus and the cession of the credits 3 billion against the dear materials for the public works there is also the management of the waste in Rome with the thermovaluer that we trust is realized as soon as possible to remove the shame in which the capital has been pouring in for too many years Not everything however is smooth with the rewording by the Executive of a parliamentary amendment to the House the de minimis for the recognition of tax credits for gas and electricity purchases has been incredibly introduced it is a rule that has left us unhindered for approximation and that has thrown companies into panic It is as unacceptable as the government while with one hand it provides the tax credit to give a breath of oxygen to companies with the other instead they tell me to the Department of European policies it intends to compress if not even zero these same benefits turning its back on the enterprises moreover in this period of dear energy in which Europe has also expanded the links in the matter of state aid The constraint therefore is absolutely to be removed because the de minimis provides for the maximum amount of aid that can be obtained at EUR 200,000 but on a three year basis and for all companies belonging to the same group and the figure of EUR 200,000 is currently absolutely inadequate for the purpose of supporting companies The commitment of the MEF even at the urging of Minister Giorgetti to carry out the corrective intervention after the request of the League is important but the time to implement it is limited If the distortion is not removed by July 16 the day after tomorrow the companies already heavily affected by the expensive bills will not be able to compensate for the tax credits accrued in the second quarter so they would suffer further financial difficulties not counting then the problem of the credits already used in contrast to the norm that has occurred Another absurdity that has happened is that while the Government has extended for another three months this on 30 June therefore until September the VAT facilitated to 5 for the consumption of natural gas for civil and industrial uses measures in force since October 2021 here comes to surprise the Agency of revenues which in fact with its own interpretation wants to put its hands in the pockets of the Italians asking for the return of part of the facility Last July 7 the Agency ruled going in our opinion against a clear principle of Union matrix that the reduced rate of 5 applies only to the raw material commodity but cannot extend to the ancillary services or the fixed quota of the tariff in fact requiring the sales operators who are now in total panic to correct all invoices issued so far since October 2021 charging the retroactive tax to users Who now tells the Italians that they will have to pay 17 of VAT on more than 50 of the bill All this moreover with retroactive effect from 1 October On this point it is absolutely necessary for the Director of the Agency to take the matter into his own hands and to revoke the interpretation of his offices On the front of energy security and relief from Russian gas the Government and Minister Cingolani are doing so much but on the front of the dear energy in spite of geopolitical events the instability of the markets the difficulty of supplying gas in these days we also have the stop of supplying Russian gas through the Nordstream Mr President I can not move forward I ask you whether you can take a break and resume my speech later PRESIDENT The debate is closed Of course",#group.L-SP,Lega-Salvini Premier,IT,#orientation.RRF,M,31.825176,-24.866987,31,"mr president representative government ladies gentlemen aid decree ninth measure providing measures deal expensive energy expensive fuel date overall 33 billion allocated summary measures introduced measure companies tax credits electricity gas consumption expenditure second quarter increased additional extraordinary contributions local authorities cope increases bills 150 million municipalities 30 million provinces expensive fuel hauliers tax credit 28 percent expenses incurred purchase diesel carried first trimester 2022 spiral inflation recognition 200 euro bonus audience 31 million italians extension third trimester zeroing system charges electric bills utilities reduction system charges gas bills vat facilitated 5 consumption natural gas civil industrial uses also third quarter extension social energy bonus families economic difficulties citizens serious health conditions speak 5.2 million subjects access bonus wanted league made battle equity justice retroactivity added compensation automatism denounced automatism beginning valid perceptors income citizenship remaining families economic difficulty many unaware right benefit months continued pay salty bills ran obligation present municipality unique substitute documentation unacceptable discrimination removed benefit millions families significant measures decree law commissioners two floating regasifiers piombino ravenna ulterior simplifications renewables energy communities something superbonus cession credits 3 billion dear materials public works also management waste rome thermovaluer trust realized soon possible remove shame capital pouring many years everything however smooth rewording executive parliamentary amendment house de minimis recognition tax credits gas electricity purchases incredibly introduced rule left us unhindered approximation thrown companies panic unacceptable government one hand provides tax credit give breath oxygen companies instead tell department european policies intends compress even zero benefits turning back enterprises moreover period dear energy europe also expanded links matter state aid constraint therefore absolutely removed de minimis provides maximum amount aid obtained eur 200,000 three year basis companies belonging group figure eur 200,000 currently absolutely inadequate purpose supporting companies commitment mef even urging minister giorgetti carry corrective intervention request league important time implement limited distortion removed july 16 day tomorrow companies already heavily affected expensive bills able compensate tax credits accrued second quarter would suffer financial difficulties counting problem credits already used contrast norm occurred another absurdity happened government extended another three months 30 june therefore september vat facilitated 5 consumption natural gas civil industrial uses measures force since october 2021 comes surprise agency revenues fact interpretation wants put hands pockets italians asking return part facility last july 7 agency ruled going opinion clear principle union matrix reduced rate 5 applies raw material commodity cannot extend ancillary services fixed quota tariff fact requiring sales operators total panic correct invoices issued far since october 2021 charging retroactive tax users tells italians pay 17 vat 50 bill moreover retroactive effect 1 october point absolutely necessary director agency take matter hands revoke interpretation offices front energy security relief russian gas government minister cingolani much front dear energy spite geopolitical events instability markets difficulty supplying gas days also stop supplying russian gas nordstream mr president move forward ask whether take break resume speech later president debate closed course"
#ArrigoniPaolo,"Mr President representative of the Government ladies and gentlemen this price cutting decree has been the sixth measure since the second half of last year which provides for measures to deal with expensive energy and expensive fuel To date the total amount is 22 billion of which more than 5 in this decree Compared to expensive energy these are in summary the measures introduced in the measure First of all there is the reduction until next July 8 of excise duties on petrol diesel and LPG a measure that makes us particularly satisfied since the League with a motion at the beginning of March was the first political force to urge the Government to introduce it Contributions were then raised in the form of a tax credit for energy and gas companies for the increased costs incurred in the purchase and use of electricity and gas For the first time the tax credit for higher electricity and gas costs by small and medium sized enterprises was introduced Also important is the tax credit of 20 for the purchase of fuels in the first quarter 2022 for the exercise of agricultural and fishing activities For the period April 1st to December 31st the value of the ISEE was extended to 12,000 for access to the social bonus water and light gas from families that I remember has been enhanced since October 2021 The audience of the beneficiary nuclei thus rose from 4 to 5.2 million On the social bonus and energy poverty I remember that the League denounced that automatism was valid only for the recipients of citizenship income while for the remaining families in economic difficulty many of them unaware of the right to benefit and that in these months they have continued to pay very salty bills ran the obligation to submit to the municipality the unique replacement documentation with the indication of their incomes and assets with the addition to benefit of the bonus only from that moment on It is an unacceptable discrimination which thanks to Minister Giorgetti we have removed with the so called aid decree with which in addition to automation retroactivity with compensation for the social bonus has been introduced for all We have won a battle of justice and equity During the conversion unfortunately once again the financial space available to Parliament has been almost null and void Noteworthy however is the confluence of Decree Law No. 38 of 2 May 2022 which led to the extension of the reduction of the excise duty on petrol and LPG to 8 July but for the first time it also introduced measures in favour of the gas supply chain for automotive literally on the knees for months Well not only the zeroing until 8 July of the excise duty of the gas for automotive but above all after the League from October 2021 had repeatedly requested it with several amendments also the application of the VAT facilitated to 5 of the gas for automotive like what is being done for gas for civil and industrial uses since October With the same determination we will continue to insist that the 5 reduced VAT can once and for all also apply to district heating services and energy service contracts where gas is indirectly used for house heating Always in good conversion the amendment of the League that allows in the agricultural field to take advantage of the full use of the technical capacity of the installed plants of production of electricity from biogas Before concluding I have to make two comments the first concerns the introduction of the tax on extra-profits made by companies engaged in energy activities Of course with high energy there are subjects that have been extravagant for months Therefore a rule that provided for an extraordinary solidarity levy served and indeed was necessary but it had to be fair and just as is not the article 37 of the decree law that instead has many distorting elements that risk to severely penalize some enterprises The rule does not take into account the excise duty paid the extraordinary transactions the financial derivatives to cover the risk where instead the banks are the protagonists hitting only the physical contracts The League with all rejected amendments not only asked to remove these distortions but also proposed to widen the audience of those who have to pay the tax also to banks and financial intermediaries operating in the energy sector with financial contracts and derivatives Incomprehensiblely however this proposal has also been rejected heard out of honesty a serious mistake because the approval of our amendment would have guaranteed not only greater revenues to the State and consequently the distribution of profits to millions of Italians but also to cover the burdens to remove distorting effects contained in the penal law for several companies that will probably be led to recourse to the Consulta The question arises spontaneously was the involvement of banks costly for the State we say absolutely no or for Draghi We hope that with the so called aid decree where the tax has been announced to rise from 10 to 25 it will run for cover As far as the second and last reflection is concerned all the measures launched so far zero charges for electricity and gas bills reduced VAT at 5 for gas social bonuses tax credit for companies for electricity and gas consumption and finally the reduction of fuel excise duties are covered up to the second quarter and therefore until 30 June 8 July for the reduction of excise duty The so called aid decree does not extend these measures from the advance notice and is a major problem Since the dear energy aggravated by the Ukrainian Russian war has structural characteristics and continues incessantly with prohibitive prices the government will play force within a month will necessarily have to introduce another substantial measure that extends to the third trimester the measure to protect citizens of the enterprises and the economic recovery penalty the crisis It 's gonna take several billions It is likely that we will need a new set of debt interventions of course also in the Community where Europe is called upon to play its part If Brussels with the recovery fund has allowed debt to be paid for the ecological and digital transition there is no reason to avoid this tragedy that has been affecting families and entire production sectors in crisis for almost a year",#group.L-SP,Lega-Salvini Premier,IT,#orientation.RRF,M,31.870691,-24.82446,31,"mr president representative government ladies gentlemen price cutting decree sixth measure since second half last year provides measures deal expensive energy expensive fuel date total amount 22 billion 5 decree compared expensive energy summary measures introduced measure first reduction next july 8 excise duties petrol diesel lpg measure makes us particularly satisfied since league motion beginning march first political force urge government introduce contributions raised form tax credit energy gas companies increased costs incurred purchase use electricity gas first time tax credit higher electricity gas costs small medium sized enterprises introduced also important tax credit 20 purchase fuels first quarter 2022 exercise agricultural fishing activities period april 1st december 31st value isee extended 12,000 access social bonus water light gas families remember enhanced since october 2021 audience beneficiary nuclei thus rose 4 5.2 million social bonus energy poverty remember league denounced automatism valid recipients citizenship income remaining families economic difficulty many unaware right benefit months continued pay salty bills ran obligation submit municipality unique replacement documentation indication incomes assets addition benefit bonus moment unacceptable discrimination thanks minister giorgetti removed called aid decree addition automation retroactivity compensation social bonus introduced battle justice equity conversion unfortunately financial space available parliament almost null void noteworthy however confluence decree law no. 38 2 may 2022 led extension reduction excise duty petrol lpg 8 july first time also introduced measures favour gas supply chain automotive literally knees months well zeroing 8 july excise duty gas automotive league october 2021 repeatedly requested several amendments also application vat facilitated 5 gas automotive like done gas civil industrial uses since october determination continue insist 5 reduced vat also apply district heating services energy service contracts gas indirectly used house heating always good conversion amendment league allows agricultural field take advantage full use technical capacity installed plants production electricity biogas concluding make two comments first concerns introduction tax extra-profits made companies engaged energy activities course high energy subjects extravagant months therefore rule provided extraordinary solidarity levy served indeed necessary fair article 37 decree law instead many distorting elements risk severely penalize enterprises rule take account excise duty paid extraordinary transactions financial derivatives cover risk instead banks protagonists hitting physical contracts league rejected amendments asked remove distortions also proposed widen audience pay tax also banks financial intermediaries operating energy sector financial contracts derivatives incomprehensiblely however proposal also rejected heard honesty serious mistake approval amendment would guaranteed greater revenues state consequently distribution profits millions italians also cover burdens remove distorting effects contained penal law several companies probably led recourse consulta question arises spontaneously involvement banks costly state say absolutely draghi hope called aid decree tax announced rise 10 25 run cover far second last reflection concerned measures launched far zero charges electricity gas bills reduced vat 5 gas social bonuses tax credit companies electricity gas consumption finally reduction fuel excise duties covered second quarter therefore 30 june 8 july reduction excise duty called aid decree extend measures advance notice major problem since dear energy aggravated ukrainian russian war structural characteristics continues incessantly prohibitive prices government play force within month necessarily introduce another substantial measure extends third trimester measure protect citizens enterprises economic recovery penalty crisis 's gonna take several billions likely need new set debt interventions course also community europe called upon play part brussels recovery fund allowed debt paid ecological digital transition reason avoid tragedy affecting families entire production sectors crisis almost year"
