speaker_id,speeches,party_id,party_name,county,orientation,sex,x0,x1,cluster,speeches_cleaned
#MireiaBorrásPabón,In what part of the menu are the worms and processed vegetable meat which so much promulgates your dear 2030 Agenda minister In what part of the menu were insects and vegetable meat,#party.Vox,Vox,ES,#orientation.RRF,F,36.36615,-17.58013,10,part menu worms processed vegetable meat much promulgates dear 2030 agenda minister part menu insects vegetable meat
#OnofreMirallesMartín,Thank you very much Madam President With the venom Dear Patricia the grass is green the milk is white the mosquitoes sting and a person condemned for the heightening of terrorism has a name and taking away the word for using that name in this House is a shame Long live freedom A motion by the Group of the European People 's Party is being debated by which the Government is roughly urged to restore 100 per cent of the railway services suspended after the state of alarm the recovery of the crew of drivers the promotion of improvement plans the revision of the tariff system as well as the impetus of the Mediterranean and Atlantic corridors which has been somewhat washed up because they have introduced this last point of the petitum which in my view does not come too far from the point of view although it is a necessity as I say it does not come to the point From the reading of the motion and the intervention of the Socialist spokesman he recalled the increasingly common strategy that is brought to the parliamentary debate which is that of the tennis party without a network in which there are no rules no technique no capacity the reproaches are eternal and therefore the infrastructures are eternal in the face of the absolute despair of the spectators who are the suffering Spaniards sick of racquets of left and abidextres The first set of this hypothetical networkless tennis game is the AVE to Extremadura which was promised in writing ten years ago by the Socialist Party 's infrastructure spokesman and now mocks when remembered The second set of this hypothetical networkless tennis game could be the train from Motril to Granada A few days ago the brilliant secretary general of Infrastructures of the ministry announced that he has rejected the project as unviable giving negative TIR data reaching that conclusion without a feasibility study which seems to me colossal With such effective politicians it is unquestionable that we will save the unspeakable in studies and of course in works brilliance and efficiency said in quotes which Mr Rodríguez Gómez de Celis has also shown today That gift is seen to be inoculated at Jaime Vera That secretary general of the PSOE that was at the head of the demands of the Granada Motril train is of the same party that was at the head of the yellow tides demanding in Granada the underground of the AVE Today that PSOE turns their faces to the neighbors of La Chana Pajaritos Rosaleda and the youth barriad and now the PP is jealous of them without remembering that before that same PP turned his back on them I take advantage of the change of set to tell you that today those bikers and dummies who were talking about last week at the expense of budgets are meeting with their banner in Catalan asking for infrastructures at the door of the Palace of the Moncloa,#party.Vox,Vox,ES,#orientation.RRF,M,34.713722,-5.6922593,10,thank much madam president venom dear patricia grass green milk white mosquitoes sting person condemned heightening terrorism name taking away word using name house shame long live freedom motion group european people 's party debated government roughly urged restore 100 per cent railway services suspended state alarm recovery crew drivers promotion improvement plans revision tariff system well impetus mediterranean atlantic corridors somewhat washed introduced last point petitum view come far point view although necessity say come point reading motion intervention socialist spokesman recalled increasingly common strategy brought parliamentary debate tennis party without network rules technique capacity reproaches eternal therefore infrastructures eternal face absolute despair spectators suffering spaniards sick racquets left abidextres first set hypothetical networkless tennis game ave extremadura promised writing ten years ago socialist party 's infrastructure spokesman mocks remembered second set hypothetical networkless tennis game could train motril granada days ago brilliant secretary general infrastructures ministry announced rejected project unviable giving negative tir data reaching conclusion without feasibility study seems colossal effective politicians unquestionable save unspeakable studies course works brilliance efficiency said quotes mr rodríguez gómez de celis also shown today gift seen inoculated jaime vera secretary general psoe head demands granada motril train party head yellow tides demanding granada underground ave today psoe turns faces neighbors la chana pajaritos rosaleda youth barriad pp jealous without remembering pp turned back take advantage change set tell today bikers dummies talking last week expense budgets meeting banner catalan asking infrastructures door palace moncloa
#OnofreMirallesMartín,Let 's go to the third set of the netless tennis game the Costa del Sol runner In 2016 the Socialist Party demanded it in the parliamentary seat and the clothes were torn by asking for it and in 2020 the ball was thrown by the People 's Party with a PNL to link that Mediterranean corridor to the Next Generation funds Let 's go to the fourth set and I promise it 's the last one because we could be here talking about the long term networkless tennis game which is the Mediterranean runner which stays in Almeria The Valencian lobby is already happy and the friends of Catalan independence are already happy I conclude Madam President with three questions Why is there no concrete national plan that is effectively implemented Have you ever thought about solving problems instead of being the problem Is it not due among other things to the surrender of the Government by action or omission to the insatiable voraciousness of the independenceists and enemies of the nation I hope that these questions will be answered and I also hope that this supplication will soon be completed at the hands of a Government that benefits terrorists and flounders which is the term commonly known to the person convicted of the threat of terrorism Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,34.722496,-5.6637306,10,let 's go third set netless tennis game costa del sol runner 2016 socialist party demanded parliamentary seat clothes torn asking 2020 ball thrown people 's party pnl link mediterranean corridor next generation funds let 's go fourth set promise 's last one could talking long term networkless tennis game mediterranean runner stays almeria valencian lobby already happy friends catalan independence already happy conclude madam president three questions concrete national plan effectively implemented ever thought solving problems instead problem due among things surrender government action omission insatiable voraciousness independenceists enemies nation hope questions answered also hope supplication soon completed hands government benefits terrorists flounders term commonly known person convicted threat terrorism thank much
#FranciscoJoséContrerasPeláez,Thank you Madam President We are very interested in everything that relates to nature conservation and indeed to the right of the disabled to enjoy nature You progressives believe you have the monopoly of love for nature the monopoly of ecological concern but remember where the word ecology comes from it comes from oikos which in Greek means home That 's something he always liked to remind conservative philosopher Roger Scruton He maintained that the basic attitude of the conservative was precisely ecology that is love of the home The basic attitude of the conservative is gratitude gratitude to all that our ancestors have bequeathed to us and what the ancestors have bequeathed to us includes not only a way of life not only moral norms institutions but also natural places and there is no contradiction in that We have also received natural sites from the ancestors mountains rivers and forests In the Anthropocene there is no more virgin nature in the strict sense every landscape is a human landscape even if it is only to the extent that man has deliberately decided to respect it The basic attitude of progressives on the other hand is contempt for the past You progressives see the past as a long night of machism class domination racism homophobia The problem of progressiveism is that as always the past was worse than the present they are condemned to be despised by the progressives of the future This was said very well by Gómez Dávila who wrote progressiveism ages badly Each generation brings a new model of progressiveism that defies the previous one There is one aspect of this GNP that does not convince us and that is that it is drafted in such a way that it seems to attribute to NGOs or the Biodiversity Foundation or not well defined entities the power to declare visitors outside beautiful places that may be privately owned In this way the alleged right to universal accessibility can become an alibi for the emptying of private property de facto expropriation In fact the Anglo Saxon world is already talking about the right to roaming that is the right to wander around the neighbor 's estate on the pretext that it is beautiful and that beauty is of everyone But above all there is one aspect of this GNP which is particularly incongruent to us as in general all that you do about the rights of the disabled and that is that you are concerned about the right of the disabled to access national parks but not the right of the disabled to life to access life because if the disabled are not allowed to be born how can they go to national parks And remember that there are forms of disability with a genetic basis that are disappearing in Spain but not because they no longer give but because those who suffer from it are exterminated in the womb It is estimated that between 90 and 95 of Down syndrome fetuses for example are aborted in Spain at present There is one European country that has already reached 100 per cent In Iceland children with Down syndrome are no longer born and all are destroyed in the womb Of course Icelandic society would have made Rosenberg Himmler and the other Nazi hierarchs pale with envy Because the Nazis sought a society without disabilities a society formed only by healthy individuals what happens is that they practiced postnatal eugenics and in very civilized and progressive Europe we are practicing prenatal eugenics You are progressive you are considered the champions of equality and inclusiveness Well this selective extermination of the disabled in the mother 's womb is being facilitated by a eugenic law such as the current abortion law which provides for a longer special period of no less than twenty two weeks for fetuses suffering from some malformation i.e. some disability Needless to say at twenty two weeks a fetus sucks its finger a fetus can yawn can play with the umbilical cord and of course can feel pain PNL it has already finished talks about the need to speak with the leaders of disability associations Well talk for example,#party.Vox,Vox,ES,#orientation.RRF,M,33.219154,-12.515261,10,thank madam president interested everything relates nature conservation indeed right disabled enjoy nature progressives believe monopoly love nature monopoly ecological concern remember word ecology comes comes oikos greek means home 's something always liked remind conservative philosopher roger scruton maintained basic attitude conservative precisely ecology love home basic attitude conservative gratitude gratitude ancestors bequeathed us ancestors bequeathed us includes way life moral norms institutions also natural places contradiction also received natural sites ancestors mountains rivers forests anthropocene virgin nature strict sense every landscape human landscape even extent man deliberately decided respect basic attitude progressives hand contempt past progressives see past long night machism class domination racism homophobia problem progressiveism always past worse present condemned despised progressives future said well gómez dávila wrote progressiveism ages badly generation brings new model progressiveism defies previous one one aspect gnp convince us drafted way seems attribute ngos biodiversity foundation well defined entities power declare visitors outside beautiful places may privately owned way alleged right universal accessibility become alibi emptying private property de facto expropriation fact anglo saxon world already talking right roaming right wander around neighbor 's estate pretext beautiful beauty everyone one aspect gnp particularly incongruent us general rights disabled concerned right disabled access national parks right disabled life access life disabled allowed born go national parks remember forms disability genetic basis disappearing spain longer give suffer exterminated womb estimated 90 95 syndrome fetuses example aborted spain present one european country already reached 100 per cent iceland children syndrome longer born destroyed womb course icelandic society would made rosenberg himmler nazi hierarchs pale envy nazis sought society without disabilities society formed healthy individuals happens practiced postnatal eugenics civilized progressive europe practicing prenatal eugenics progressive considered champions equality inclusiveness well selective extermination disabled mother 's womb facilitated eugenic law current abortion law provides longer special period less twenty two weeks fetuses suffering malformation i.e. disability needless say twenty two weeks fetus sucks finger fetus yawn play umbilical cord course feel pain pnl already finished talks need speak leaders disability associations well talk example
#FranciscoJavierOrtegaSmithMolina,Mr Garzón do you still think that the Spanish meat we export is of poor quality Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,38.684345,-15.229363,10,mr garzón still think spanish meat export poor quality thank much
#AgustínRosetyFernándezDeCastro,If more resources are to be made available follow your own advice do not be wasted and cut in political spending Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,31.436354,-8.125687,10,resources made available follow advice wasted cut political spending thank much
#CarlosJoséZambranoGarcíaRáez,With venial Mr. President I want to start by talking first about ways Ladies and gentlemen the Socialist Group obtained a majority in the last elections and is the largest group with one hundred and twenty Members That majority got it with deceit and false promises but it got it and the exercise of that majority is a responsibility However since the beginning of the parliamentary term from minute one the attitude towards the VOX Group has been to systematically reject our initiatives and amendments even if they were of obvious and palmary common sense and in the processing of this law it has been no different That attitude only denotes pride in the exercise of that majority an absolute lack of humility which then brings the problems that it brings and that we have all been able to verify Listening and reasoning is not bad it not only harms the legislative process itself the law itself but binds them to sectarianism The first thing the Socialist Group should be interested in is therefore a minimum of humility in the exercise of that responsibility Ladies and gentlemen in dealing with the Fisheries Act the first thing we must consider is that fisheries resources are public resources and therefore belong to all Spaniards without distinction of regions or any other similar consideration Its regulation and management must therefore respond to the national interest and equality of all Spaniards The law and its development must respond to a national fisheries strategy and policy in which Spain 's interests prevail over partisan regionalist interests or the interests of specific business sectors The autonomous system involves a waste of energy and resources seventeen autonomous communities producing a multitude of disparate regulations and seventeen administrations demanding competences taxes and maintaining an unusual political class with their corresponding clientele and servitudes this is joined by the perverse claim of regionalist privileges This reality translates into inequalities between Spaniards from both regions and these inequalities can also be reflected in this area in fisheries That is why with our amendments we seek to deepen the need to eliminate existing imbalances and differences between vessels and fishermen based solely on regional criteria All Spaniards are equal and we must start from that equality when considering the rights to fisheries resources Regionalist privileges must disappear Furthermore it is not reasonable that the consultation required of the Autonomous Communities has been increased to at least 30 different situations in this Act What must prevail is consultation with the sector concerned On the other hand a genuine national fisheries policy is incompatible with the submission of an 2030 Agenda and the reports of a group of supposed experts on climate change because these globalist agendas do not have a realistic plan for our fisheries sector and their decisions are taken from the backs of the Spanish and in particular from the backs of the fisheries sector our fishermen Curiously not long ago the minister himself Mr Planas regretted that the European Commission closed eighty seven areas for fishing wrongly and without taking into account any up to date scientific information or as the minister said the economic and social consequences of this measure he said so before opening the National Assembly of Fishermen 's Brotherhoods That is precisely one of the criteria that our group has taken into account in drawing up our amendment and which surprisingly we have seen in the words of the minister himself This is our amendment to Article 4 which the Socialist Group has however rejected The precautionary principle is useful if applied proportionally and taking into account the economic and social consequences and that is the objective of the amendment It is absolutely necessary to highlight in the law the social and economic benefits of fishing activity as guiding principles We believe that it is in the national interest to give special support to two key sectors of the population on the one hand small scale fishing small scale fishing and on the other hand young people We have already talked here about the minor arts or artisanal fishing which generates employment quality employment and which generates above all important economic activity on the coast and which stands out for its contribution to the national gross domestic product In our amendments we also insist on supporting young people on the need to facilitate their incorporation into fishing activity on the conviction that we must ensure generational relevancy and safeguard the continuity of the Spanish fishing sector which is the first in the European Union with more than 8700 vessels Young people and equality are the principles that are upheld in our amendments to article 40 which seek to shield the principle of support for young people by law The reserves should have remained at 10 It makes no sense that it was reduced in the parliamentary procedure to 5 We argue that these reserves apply precisely to those possibilities of support for youth and generational relief which can also be used to compensate for imbalances in the current distribution between ships and regions We cannot agree with the text that has been given to the fourth additional provision to which the Basque Group referred The text initially made it clear that the distributions,#party.Vox,Vox,ES,#orientation.RRF,M,36.844475,-7.766032,10,venial mr. president want start talking first ways ladies gentlemen socialist group obtained majority last elections largest group one hundred twenty members majority got deceit false promises got exercise majority responsibility however since beginning parliamentary term minute one attitude towards vox group systematically reject initiatives amendments even obvious palmary common sense processing law different attitude denotes pride exercise majority absolute lack humility brings problems brings able verify listening reasoning bad harms legislative process law binds sectarianism first thing socialist group interested therefore minimum humility exercise responsibility ladies gentlemen dealing fisheries act first thing must consider fisheries resources public resources therefore belong spaniards without distinction regions similar consideration regulation management must therefore respond national interest equality spaniards law development must respond national fisheries strategy policy spain 's interests prevail partisan regionalist interests interests specific business sectors autonomous system involves waste energy resources seventeen autonomous communities producing multitude disparate regulations seventeen administrations demanding competences taxes maintaining unusual political class corresponding clientele servitudes joined perverse claim regionalist privileges reality translates inequalities spaniards regions inequalities also reflected area fisheries amendments seek deepen need eliminate existing imbalances differences vessels fishermen based solely regional criteria spaniards equal must start equality considering rights fisheries resources regionalist privileges must disappear furthermore reasonable consultation required autonomous communities increased least 30 different situations act must prevail consultation sector concerned hand genuine national fisheries policy incompatible submission 2030 agenda reports group supposed experts climate change globalist agendas realistic plan fisheries sector decisions taken backs spanish particular backs fisheries sector fishermen curiously long ago minister mr planas regretted european commission closed eighty seven areas fishing wrongly without taking account date scientific information minister said economic social consequences measure said opening national assembly fishermen 's brotherhoods precisely one criteria group taken account drawing amendment surprisingly seen words minister amendment article 4 socialist group however rejected precautionary principle useful applied proportionally taking account economic social consequences objective amendment absolutely necessary highlight law social economic benefits fishing activity guiding principles believe national interest give special support two key sectors population one hand small scale fishing small scale fishing hand young people already talked minor arts artisanal fishing generates employment quality employment generates important economic activity coast stands contribution national gross domestic product amendments also insist supporting young people need facilitate incorporation fishing activity conviction must ensure generational relevancy safeguard continuity spanish fishing sector first european union 8700 vessels young people equality principles upheld amendments article 40 seek shield principle support young people law reserves remained 10 makes sense reduced parliamentary procedure 5 argue reserves apply precisely possibilities support youth generational relief also used compensate imbalances current distribution ships regions cannot agree text given fourth additional provision basque group referred text initially made clear distributions
#CarlosJoséZambranoGarcíaRáez,As I said to them the text initially made it clear that the distributions of pre-law fishing opportunities could be modified by reason of the new regulation and it was logical because that was the principle of equality that I told them at the beginning However the Socialist Group 's members have yielded to the Basque Group 's claims and the validity of the previous allocations will not be affected by the entry into force of this law This text will certainly give rise to problems not only in its application but also in its interpretation In short ladies and gentlemen whatever the case this law establishes a basis including nothing but sixteen express development permits and a generic one to develop it by royal decree We can only urge the ministry not to stop listening to fishermen to remember that all Spaniards are equal and not to forget the social and economic benefits of the fisheries sector equality young people and help with artisanal fishing Let 's give them a break and fight to shield criteria of distribution that allow them to sustain their ships and their families Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,36.870205,-7.693931,10,said text initially made clear distributions pre-law fishing opportunities could modified reason new regulation logical principle equality told beginning however socialist group 's members yielded basque group 's claims validity previous allocations affected entry force law text certainly give rise problems application also interpretation short ladies gentlemen whatever case law establishes basis including nothing sixteen express development permits generic one develop royal decree urge ministry stop listening fishermen remember spaniards equal forget social economic benefits fisheries sector equality young people help artisanal fishing let 's give break fight shield criteria distribution allow sustain ships families thank much
#RicardoChamorroDelmo,Thank you very much Madam President Minister ladies and gentlemen one more year we find ourselves again in the analysis of these budgets for Agriculture Fisheries and Food which change very little year after year and the change is always worse Two years ago we talked about the difficult situation for the agricultural sector in the face of the crisis of COVID last year the beginning of inflation and the unusual rise in production costs and this year the global instability caused by the war in Ukraine and an eco-radical CAP and the ruin that you all approved in Brussels against common sense Minister the Spanish are starving inflation has reduced the purchase of fresh food by 57 and many farmers farmers and fishermen are in ruins How is it possible that the ministry of the things of eating is the one that has least increased the item in these budgets Why do you think he 's here Precisely so that the agri food sector suffers as little as possible in these very negative circumstances you are here at the head of the Ministry of Agriculture of Spain to defend the agricultural and food sector in Spain to prevent the ruin of farmers farmers and fishermen and to ensure that no one in Spain goes hungry You understand that do n't you It 's very easy to understand You are here precisely to cushion all these negative circumstances not to serve you as an excuse You have not been able to negotiate with your government colleagues more than an increase of 0.3 That is all Minister 0.3 This contrasts with the huge increases in the budget of other ministries such as the Ecological Transition the 2030 Agenda Consumption or Equality i.e. ideology Those are the issues that we see that this Government is increasing it is the ideology that matters to this Government Agriculture Fisheries and Food is the portfolio that loses the most with 16.2 less leaving the state 's contribution yes Minister in 1185 million euros We already knew that this government cares more about demagogy than about eating they care more about climate fanaticism than about farmers they care about animalism more than about cattle farmers they care more about the Green Pact than about fishermen they care more about the 2030 Agenda than about our rural world Year after year we see in the budgets of Agriculture Fisheries and Food their lack of interest in food sovereignty There are 15 ministries with budgets above the Ministry of Agriculture Fisheries and Food This year again 88 of the resources of this budgetary policy come from European funds Again this year the State is making a difference in the co-financing of EAFRD funds for rural development Mr Minister there is room for the state to contribute extraordinary money because it is a fund that was used to increase the competitiveness of the agricultural sector to sustainably manage natural resources and climate action that climate you are talking about all the time or to achieve a balanced territorial development of rural economies and communities in the face of an alarming situation of depopulation in our rural Spain A strategic sector for the economy of this country and for our sovereignty such as the national agri-food sector which accounts for 10 of Spain 's gross domestic product is settled with 1.8 of the total budget allocated by the Government for all ministries We do n't give credit Mr Minister the agricultural sector is going through a very difficult situation of which you are aware suffering from a very severe drought which has reduced production an insurmountable increase in energy production costs fuels seeds fertilizers fertilizers unfair competition from products coming from outside Europe the consequences of the war in Ukraine which have become evident in the sector and which you have previously spoken about in your intervention and with prices at source which do not compensate for the costs of production All of this makes the budget proposed by his ministry ridiculous Minister what needs to be done is to give direct aid to the agricultural and livestock sectors most affected by the crisis Tax measures should be taken to reduce agricultural gas oil fertilizers and plastics in the IRPF You fill your mouth with climate emergency but do not apply this climate catastrophe when it comes to compensating those who really suffer damage from drought fires or hail which are farmers The budget for the modernisation of irrigation as well as the new water infrastructures which are essential for this productive sector and which make it sustainable must be increased What happens is that what we see and what we already know is the commitment of the Spanish Socialist Workers Party to the water infrastructure you who are responsible for repealing the transfer of the Ebro by the votes of the Republican Left of Catalonia and who are right now throwing dams and water infrastructure The worst is yet to come because we must now implement this radical common agricultural policy which absolutely does not understand anyone in the agricultural sector with 40 of environmental conditions cut in amounts and aid We want to take this opportunity to show our support to the farmers who will protest tomorrow at this common agricultural policy of ruin in Madrid and will also do so on Saturday in Toledo With this CAP of ruin it could not be otherwise that the budgets of agriculture are rickish and useless for the sector a minimum contribution within general budgets which are the budgets of the ruin of Spain Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,37.49758,-15.539364,10,thank much madam president minister ladies gentlemen one year find analysis budgets agriculture fisheries food change little year year change always worse two years ago talked difficult situation agricultural sector face crisis covid last year beginning inflation unusual rise production costs year global instability caused war ukraine eco-radical cap ruin approved brussels common sense minister spanish starving inflation reduced purchase fresh food 57 many farmers farmers fishermen ruins possible ministry things eating one least increased item budgets think 's precisely agri food sector suffers little possible negative circumstances head ministry agriculture spain defend agricultural food sector spain prevent ruin farmers farmers fishermen ensure one spain goes hungry understand n't 's easy understand precisely cushion negative circumstances serve excuse able negotiate government colleagues increase 0.3 minister 0.3 contrasts huge increases budget ministries ecological transition 2030 agenda consumption equality i.e. ideology issues see government increasing ideology matters government agriculture fisheries food portfolio loses 16.2 less leaving state 's contribution yes minister 1185 million euros already knew government cares demagogy eating care climate fanaticism farmers care animalism cattle farmers care green pact fishermen care 2030 agenda rural world year year see budgets agriculture fisheries food lack interest food sovereignty 15 ministries budgets ministry agriculture fisheries food year 88 resources budgetary policy come european funds year state making difference co-financing eafrd funds rural development mr minister room state contribute extraordinary money fund used increase competitiveness agricultural sector sustainably manage natural resources climate action climate talking time achieve balanced territorial development rural economies communities face alarming situation depopulation rural spain strategic sector economy country sovereignty national agri-food sector accounts 10 spain 's gross domestic product settled 1.8 total budget allocated government ministries n't give credit mr minister agricultural sector going difficult situation aware suffering severe drought reduced production insurmountable increase energy production costs fuels seeds fertilizers fertilizers unfair competition products coming outside europe consequences war ukraine become evident sector previously spoken intervention prices source compensate costs production makes budget proposed ministry ridiculous minister needs done give direct aid agricultural livestock sectors affected crisis tax measures taken reduce agricultural gas oil fertilizers plastics irpf fill mouth climate emergency apply climate catastrophe comes compensating really suffer damage drought fires hail farmers budget modernisation irrigation well new water infrastructures essential productive sector make sustainable must increased happens see already know commitment spanish socialist workers party water infrastructure responsible repealing transfer ebro votes republican left catalonia right throwing dams water infrastructure worst yet come must implement radical common agricultural policy absolutely understand anyone agricultural sector 40 environmental conditions cut amounts aid want take opportunity show support farmers protest tomorrow common agricultural policy ruin madrid also saturday toledo cap ruin could otherwise budgets agriculture rickish useless sector minimum contribution within general budgets budgets ruin spain thank much
#RicardoChamorroDelmo,Thank you Madam President Firstly the recognition by this parliamentary group of those who work in prevention surveillance and protection services our regret to all those Spaniards in the rural world who have lost everything in these devastating fires and our condolences to the deceased There are about 300 000 hectares of calcined land including several protected areas of great ecological importance Those who came to fight for biodiversity and sustainability with their 2030 agendas and their ecological demagogy are devastating our peoples and our fields for lack of prevention by leaving and demagogy In just seven years since 2015 the People 's Party put us on the 2030 agenda fires multiply biodiversity declines rural depopulation accelerates and the profitability of the primary sector collapses The demographic winter is raging in our rural areas and the fire is burning hundreds of thousands of hectares You are climate change since you ruled with your 2030 agenda and destructive environmental legislation If all this apocalyptic weather that the Minister has raised was so predictable why have you done absolutely nothing You pose us practically the end of the world and that there is nothing to do That is the panorama that they pose us it is like the song of Sinister Total that poses us the extinction of the human race The reality is that fires go out in winter everyone knows this with a certain interest in avoiding fires The environmental legislation that you and the former have developed for years prevents you from doing preventive work because of an excess of protectionism and bureaucracy which often prevents you not only from expediting these tasks but also from carrying them out They do n't seem to be very interested in my intervention The plans for the management of natural spaces protected by the new environmentalist paradigm carried out by this Government and the People 's Party following these globalist environmentalist agendas in Brussels are hell for the prevention and management of public and private mountains We have as examples the radical eco-legislation in national parks nature parks reserves Red Natura 2000 The competent administrations have drastically and exponentially reduced investment in reforestation and forest management and this is a fact that can be seen There are public farms that have burned for example in the province of Ciudad Real whose firewalls had not been cleaned up due to bureaucratic problems in hiring management companies For example Agenda 2030 's Sustainable Development Goal 15 the life of terrestrial ecosystems challenges traditional practices associated with key sectors with extraordinary economic roots such as deforestation hunting or forest management which have been tested as effective methods for the rural environment and fire prevention The principle of human non-intervention in the natural environment whether in management conservation or exploitation has become a quasi- religious principle of progressive politicians that is being devastating in Europe 's human ecosystems The Administration is prohibiting the intervention in the natural environment of people living in the rural world forcing them to leave the countryside a field that has been managed and transformed by man for thousands of years This royal decree law has much more to do with the extinction of forest fires than with prevention to which they play a secondary role Prevention is essential The requests declarations and demonstrations of the entire technical community of our country involved in the extinction and prevention of forest fires have for decades been pointing to the large amount of forest fuel accumulated in our mountains and environmental policies imposed that do not favour forest management Of the fourteen pages that comprise this royal decree law only three and a half are those that refer to the article concerning the adoption of urgent measures in the field of forest fires The article is full of repetitions and questions that are already being carried out and that do not bring anything new and therefore are a real toast to the sun With regard to Article 1 3 we think that the amendment referring to the intercession of the State is appropriate a fact which highlights important lack of coordination between some autonomous plans for extinction rather because of political rivalries than because of strictly technical factors as it should be Let us remember that the Montes Act that was amended was developed by the People 's Party in 2003 verifying for decades the lack of coordination by the transfer of all fire skills to autonomous communities outside the Spanish State Another failure of that autonomous fundamentalism that everyone shows The article while we see it very necessary and widely demanded by the different regional extinction devices we call it unambitious and urge the Government to develop it in a regulation at the national level that definitely homogenizes at the national level what has been demanding for decades the emergency services of forest fires and the state security bodies and forces In short the royal decree law in no way solves problems but rather becomes complicated by its indefiniteness redundancy and administrative overload over existing legislation It is also a missed opportunity to address truly important issues such as specific regulation with regard to the serious problem of forest fire prevention in the urban forest interface In VOX we are clear that for our mountains our rural world and our biodiversity to continue to exist it is necessary for you to leave the government urgently and for VOX to develop your agenda which is Spain Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,32.595314,-12.776527,10,thank madam president firstly recognition parliamentary group work prevention surveillance protection services regret spaniards rural world lost everything devastating fires condolences deceased 300 000 hectares calcined land including several protected areas great ecological importance came fight biodiversity sustainability 2030 agendas ecological demagogy devastating peoples fields lack prevention leaving demagogy seven years since 2015 people 's party put us 2030 agenda fires multiply biodiversity declines rural depopulation accelerates profitability primary sector collapses demographic winter raging rural areas fire burning hundreds thousands hectares climate change since ruled 2030 agenda destructive environmental legislation apocalyptic weather minister raised predictable done absolutely nothing pose us practically end world nothing panorama pose us like song sinister total poses us extinction human race reality fires go winter everyone knows certain interest avoiding fires environmental legislation former developed years prevents preventive work excess protectionism bureaucracy often prevents expediting tasks also carrying n't seem interested intervention plans management natural spaces protected new environmentalist paradigm carried government people 's party following globalist environmentalist agendas brussels hell prevention management public private mountains examples radical eco-legislation national parks nature parks reserves red natura 2000 competent administrations drastically exponentially reduced investment reforestation forest management fact seen public farms burned example province ciudad real whose firewalls cleaned due bureaucratic problems hiring management companies example agenda 2030 's sustainable development goal 15 life terrestrial ecosystems challenges traditional practices associated key sectors extraordinary economic roots deforestation hunting forest management tested effective methods rural environment fire prevention principle human non-intervention natural environment whether management conservation exploitation become quasi- religious principle progressive politicians devastating europe 's human ecosystems administration prohibiting intervention natural environment people living rural world forcing leave countryside field managed transformed man thousands years royal decree law much extinction forest fires prevention play secondary role prevention essential requests declarations demonstrations entire technical community country involved extinction prevention forest fires decades pointing large amount forest fuel accumulated mountains environmental policies imposed favour forest management fourteen pages comprise royal decree law three half refer article concerning adoption urgent measures field forest fires article full repetitions questions already carried bring anything new therefore real toast sun regard article 1 3 think amendment referring intercession state appropriate fact highlights important lack coordination autonomous plans extinction rather political rivalries strictly technical factors let us remember montes act amended developed people 's party 2003 verifying decades lack coordination transfer fire skills autonomous communities outside spanish state another failure autonomous fundamentalism everyone shows article see necessary widely demanded different regional extinction devices call unambitious urge government develop regulation national level definitely homogenizes national level demanding decades emergency services forest fires state security bodies forces short royal decree law way solves problems rather becomes complicated indefiniteness redundancy administrative overload existing legislation also missed opportunity address truly important issues specific regulation regard serious problem forest fire prevention urban forest interface vox clear mountains rural world biodiversity continue exist necessary leave government urgently vox develop agenda spain thank much
