speaker_id,speeches,party_id,party_name,county,orientation,sex,x0,x1,cluster,speeches_cleaned
#PatriciaRuedaPerelló,We 're working on a transactional Thank you,#party.Vox,Vox,ES,#orientation.RRF,F,-5.5734086,19.957272,27,'re working transactional thank
#JoséMaríaFigaredoÁlvarezSala,Thank you so much,#party.Vox,Vox,ES,#orientation.RRF,M,-5.849643,23.126715,27,thank much
#JoséMaríaFigaredoÁlvarezSala,I give the question for reproduction,#party.Vox,Vox,ES,#orientation.RRF,M,-0.37259918,23.263466,27,give question reproduction
#RocíoDeMeerMéndez,I 'm negotiating a transaction with the PP,#party.Vox,Vox,ES,#orientation.RRF,F,-5.741809,20.017334,27,'m negotiating transaction pp
#RocíoDeMeerMéndez,If you let me finish it 's my last sentence,#party.Vox,Vox,ES,#orientation.RRF,F,-9.034202,18.140913,27,let finish 's last sentence
#MaríaDeLaCabezaRuizSolás,"Thank you President I can't remember what it feels like to be able to walk move your arms talk eat drink and breathe I just remember and I value that I 'm still alive I can see hear feel and just because of those simple things I 'm happy Thank you Jordi Sabate for your example of life and for representing so many who like you demonstrate every day that you are indispensable to a society that often forgets the things that really matter And it 's just that today thanks to you we 're partying in Congress Today thanks to you we make a small parenthesis between so much suffering and so much bad news to celebrate life Today we have the opportunity to take a step forward so that assisted suicide is not the only thing that those who govern us can offer to the sick of ALS to alleviate their suffering and that of their families Everything is thanks to you Jordi thanks to you and to the signatures that you collected and that have made it possible for us today to discuss this bill to guarantee the right to a life worthy of people with amyotrophic lateral sclerosis How sorry I am that you can't be here with us today as you wished How many barriers we still have to break down A dignified life How well these two words sound together especially after having passed in this very House a shameful law of euthanasia that despises the dignity of the lives of those suffering from a disease offering them death as the only alternative It is paradoxical that today we are witnessing how the very people who argue their support for this terrible law in the name of individual freedom are now talking about helping people with ALS live instead of helping them die The truth is that we would like to think that it is because at least they have understood that one cannot exercise his freedom to die when the only alternative offered to him is death Today we would like to think today we would like to be delighted with the possibility of dreaming that the decision to present at last this law has not been circumstantial that it is a decision of silence a decision that involves a change of mentality a change that has placed the life and dignity of the people in the center and that therefore they have now understood that resources cannot be spared to those who have the courage to fight against an incurable disease to those who refuse to throw away the towel to those who do not want to give up living to the last breath If this was happening if this really was happening it means that the struggle and the unpayable example of heroes like you Jordi Sabate and like Juan Ramón Amores JuanCarlos Unzué Toni García Francisco Luzón and so many others since anonymity have not been in vain and that today opens a door to hope not only to the sick of ALS but also to all the sick who with other different pathologies but also cruel neurodegenerative diseases and other rare diseases also need extraordinary resources to live dignifiedly and not to pose an unbearable economic burden for their families Because it cannot be that in the face of a deadly disease and a hundred per cent disability there is not enough public support It can not be that the survival time of a patient is determined by his or her economic capacity and that a well attended ALS patient with the necessary resources lives better and has more life expectancy than another who does not have them Ladies and gentlemen the average cost for ALS patients to cope with their illness is between € 40,000 and € 60,000 per year That means that the vast majority of these patients cannot face it and this circumstance is inhuman It is inhuman for someone to have to face such a test with the added anguish of not being able to have the resources to do so The same is true of other diseases of invalidants and mortals in many cases of children These people need caring staff who in advanced stages must be qualified health personnel to attend 24 hours a day These people need to adapt their homes need assistive devices articulated beds wheelchairs communication systems they need treatments and care that are essential to be able to stay alive aspiration medication and artificial feeding by gastric tube respiratory therapy not to mention the bill of light which has become a real headache for those who have to stay connected to a machine 24 hours a day It cannot be ladies and gentlemen that only those who have resources can afford to live better and longer In an advanced society the survival of the sick cannot depend on their purchasing power we can not afford it The State has an obligation to ensure with its resources the survival of those who struggle to live because there is no other cause that justifies it any more and not a single euro should be spent on anything else that is not indispensable until there is only one person who needs help to survive not a single euro while there is only one sick person who is not cared for as it deserves because a dignified death cannot be given to those who have not been given a dignified life And of course we cannot allow a single patient with ALS or any other serious illness to let go because he feels that it is an insurmountable expense for his family or a burden for those who leave everything to care for them We cannot afford to spend months until these diseases are diagnosed delaying recognition of disability dependence and incapacity for work because time in a disease with little life expectancy is the most valuable thing these people and their families have Ladies and gentlemen we must all live as a collective failure that the first victims of euthanasia in Spain have been sick of ELA because we will never know if the circumstances of having had no support from your Government conditioned the decision they took We will never know what he would have decided to have known that neither they nor their families would lack resources to live decently to the end Today it is evident that you were mistaken by precipitating your law of euthanasia that the good way was this just the one we started today that in the face of the reality of the suffering that occurs at the end of a person 's life with an incurable disease the human and the just is to do what we are doing today to help live instead of helping to die because that is what we are claiming from those who have inspired this law that we help them to live And if they do not surrender if they overlap with their tragedy if they are able to transform an evil into such a great good and give meaning to their sickness and suffering we cannot fail them They with their struggle have taught us the way today and we as politicians have an obligation to follow it because there is nothing that can make more sense of what we do Ladies and gentlemen this case deserves this bill to come forward unanimously today and our wish is that it be so and that from now on not only the sick of ALS but all those who need it have the resources to live a dignified life And I do not want to come down from this rostrum without paying a small tribute on behalf of my entire parliamentary group to all those who fight for their lives and their families for their unpayable example for teaching us with their courage how insignificant most of our problems are for making us regain faith in humanity and for showing us that life is a treasure in all circumstances that it is a gift that cannot be left unopened that it is a light that always shines and that we must put it in a place of honor so that everyone can see it Thank you very much",#party.Vox,Vox,ES,#orientation.RRF,F,-1.1306794,17.926125,27,"thank president can't remember feels like able walk move arms talk eat drink breathe remember value 'm still alive see hear feel simple things 'm happy thank jordi sabate example life representing many like demonstrate every day indispensable society often forgets things really matter 's today thanks 're partying congress today thanks make small parenthesis much suffering much bad news celebrate life today opportunity take step forward assisted suicide thing govern us offer sick als alleviate suffering families everything thanks jordi thanks signatures collected made possible us today discuss bill guarantee right life worthy people amyotrophic lateral sclerosis sorry can't us today wished many barriers still break dignified life well two words sound together especially passed house shameful law euthanasia despises dignity lives suffering disease offering death alternative paradoxical today witnessing people argue support terrible law name individual freedom talking helping people als live instead helping die truth would like think least understood one cannot exercise freedom die alternative offered death today would like think today would like delighted possibility dreaming decision present last law circumstantial decision silence decision involves change mentality change placed life dignity people center therefore understood resources cannot spared courage fight incurable disease refuse throw away towel want give living last breath happening really happening means struggle unpayable example heroes like jordi sabate like juan ramón amores juancarlos unzué toni garcía francisco luzón many others since anonymity vain today opens door hope sick als also sick different pathologies also cruel neurodegenerative diseases rare diseases also need extraordinary resources live dignifiedly pose unbearable economic burden families cannot face deadly disease hundred per cent disability enough public support survival time patient determined economic capacity well attended als patient necessary resources lives better life expectancy another ladies gentlemen average cost als patients cope illness € 40,000 € 60,000 per year means vast majority patients cannot face circumstance inhuman inhuman someone face test added anguish able resources true diseases invalidants mortals many cases children people need caring staff advanced stages must qualified health personnel attend 24 hours day people need adapt homes need assistive devices articulated beds wheelchairs communication systems need treatments care essential able stay alive aspiration medication artificial feeding gastric tube respiratory therapy mention bill light become real headache stay connected machine 24 hours day cannot ladies gentlemen resources afford live better longer advanced society survival sick cannot depend purchasing power afford state obligation ensure resources survival struggle live cause justifies single euro spent anything else indispensable one person needs help survive single euro one sick person cared deserves dignified death cannot given given dignified life course cannot allow single patient als serious illness let go feels insurmountable expense family burden leave everything care cannot afford spend months diseases diagnosed delaying recognition disability dependence incapacity work time disease little life expectancy valuable thing people families ladies gentlemen must live collective failure first victims euthanasia spain sick ela never know circumstances support government conditioned decision took never know would decided known neither families would lack resources live decently end today evident mistaken precipitating law euthanasia good way one started today face reality suffering occurs end person 's life incurable disease human today help live instead helping die claiming inspired law help live surrender overlap tragedy able transform evil great good give meaning sickness suffering cannot fail struggle taught us way today politicians obligation follow nothing make sense ladies gentlemen case deserves bill come forward unanimously today wish sick als need resources live dignified life want come rostrum without paying small tribute behalf entire parliamentary group fight lives families unpayable example teaching us courage insignificant problems making us regain faith humanity showing us life treasure circumstances gift cannot left unopened light always shines must put place honor everyone see thank much"
#InésMaríaCañizaresPacheco,We 're working on it,#party.Vox,Vox,ES,#orientation.RRF,F,-4.6598563,19.447084,27,'re working
#SantiagoAbascalConde,Thank you very much,#party.Vox,Vox,ES,#orientation.RRF,M,-5.8418097,23.12105,27,thank much
#IvánEspinosaDeLosMonterosDeSimón,Let me finish,#party.Vox,Vox,ES,#orientation.RRF,M,-8.92803,18.340994,27,let finish
#LourdesMéndezMonasterio,To awaken sexual instincts without having developed the brain will analyze them and turn them into slaves of their psychophysical tendencies I could give you a lot of details but I do n't have time,#party.Vox,Vox,ES,#orientation.RRF,F,0.989968,23.534355,27,awaken sexual instincts without developed brain analyze turn slaves psychophysical tendencies could give lot details n't time
